company_name,investor_name
Aureon Laboratories,Atlas Venture
Zafgen,Atlas Venture
Songbird,Atlas Venture
Zin.gl,Atlas Venture
Grockit,Atlas Venture
Ubiquisys,Atlas Venture
BlueShift Technologies,Atlas Venture
datango,Atlas Venture
Starbak,Atlas Venture
Bit9,Atlas Venture
Realeyes 3D,Atlas Venture
CLK Design Automation,Atlas Venture
Collax,Atlas Venture
Icera,Atlas Venture
picoChip,Atlas Venture
Integral Ad Science,Atlas Venture
LearnBoost,Atlas Venture
Ellacoya Networks,Atlas Venture
Zinwave,Atlas Venture
Marginize,Atlas Venture
SAFE ID Solutions,Atlas Venture
Apogee Photonics,Atlas Venture
Tribotek,Atlas Venture
Pixtronix,Atlas Venture
Ubiquisys,Atlas Venture
Ubiquisys,Atlas Venture
picoChip,Atlas Venture
Xelerated,Atlas Venture
DisplayLink,Atlas Venture
Kalido,Atlas Venture
Klee Data System,Atlas Venture
Zoopla,Atlas Venture
MileWise,Atlas Venture
InsightSquared,Atlas Venture
Nimbus Discovery,Atlas Venture
DisplayLink,Atlas Venture
COLOURlovers,Atlas Venture
Keas,Atlas Venture
GrabCAD,Atlas Venture
DisplayLink,Atlas Venture
Nimbus Discovery,Atlas Venture
Zafgen,Atlas Venture
Abine,Atlas Venture
f-star Biotech,Atlas Venture
f-star Biotech,Atlas Venture
Kinvey,Atlas Venture
Fundraise.com,Atlas Venture
PowerInbox,Atlas Venture
Hopper,Atlas Venture
Hopper,Atlas Venture
Chill.com,Atlas Venture
VideoIQ,Atlas Venture
Grockit,Atlas Venture
Secret Escapes,Atlas Venture
Arteaus Therapeutics,Atlas Venture
Objective Logistics,Atlas Venture
Unbounce,Atlas Venture
Keas,Atlas Venture
GrabCAD,Atlas Venture
VideoIQ,Atlas Venture
Brainient,Atlas Venture
RaNA Therapeutics,Atlas Venture
On-Q-ity,Atlas Venture
The Currency Cloud,Atlas Venture
Veracode,Atlas Venture
Integral Ad Science,Atlas Venture
Miragen Therapeutics,Atlas Venture
Ark,Atlas Venture
Egalet,Atlas Venture
Mojo Motors,Atlas Venture
InsightSquared,Atlas Venture
PLASTIQ,Atlas Venture
LuckyLabs,Atlas Venture
Recorded Future,Atlas Venture
Recorded Future,Atlas Venture
Snapguide,Atlas Venture
Psykosoft,Atlas Venture
Psykospft,Atlas Venture
Kinvey,Atlas Venture
Objective Logistics,Atlas Venture
DraftKings,Atlas Venture
Annovation BioPharma,Atlas Venture
Bit9,Atlas Venture
Ubiquisys,Atlas Venture
Sqrrl,Atlas Venture
Annovation BioPharma,Atlas Venture
DisplayLink,Atlas Venture
Lilliputian Systems,Atlas Venture
Ubersense,Atlas Venture
docTrackr,Atlas Venture
Secret Escapes,Atlas Venture
GrabCAD,Atlas Venture
Spindle,Atlas Venture
PowerInbox,Atlas Venture
Fancred,Atlas Venture
Zafgen,Atlas Venture
Bicycle Therapeutics,Atlas Venture
Plizy,Atlas Venture
Grockit,Atlas Venture
DataXu,Atlas Venture
Timbre,Atlas Venture
HStreaming,Atlas Venture
Vurb,Atlas Venture
clypd,Atlas Venture
Discoverly,Atlas Venture
Lagoa,Atlas Venture
Fashion Project,Atlas Venture
Gizmox,Atlas Venture
Bluetrain Mobile,Atlas Venture
Rocketmiles,Atlas Venture
Skillz,Atlas Venture
DraftKings,Atlas Venture
BuysideFX,Atlas Venture
InsightSquared,Atlas Venture
CustomMade,Atlas Venture
Boatbound,Atlas Venture
Skillz,Atlas Venture
Mnemosyne Pharmaceuticals,Atlas Venture
Keas,Atlas Venture
Rodin Therapeutics,Atlas Venture
Privy,Atlas Venture
Objective Logistics,Atlas Venture
JenaValve Technology,Atlas Venture
Harbour Antibodies,Atlas Venture
Signal Data,Atlas Venture
Patreon,Atlas Venture
EnglishCentral,Atlas Venture
Sqwiggle,Atlas Venture
Threat Stack,Atlas Venture
ZappRx,Atlas Venture
Gocella,Atlas Venture
Snapguide,Atlas Venture
AngelList,Atlas Venture
Fancred,Atlas Venture
Sqrrl,Atlas Venture
Nutonian,Atlas Venture
Par8o,Atlas Venture
3V Transaction Services,Atlas Venture
clypd,Atlas Venture
Colingo,Atlas Venture
DraftKings,Atlas Venture
Lagoa,Atlas Venture
Preact,Atlas Venture
ooomf,Atlas Venture
Integral Ad Science,Atlas Venture
f-star Biotech,Atlas Venture
The Tap Lab,Atlas Venture
Drizly,Atlas Venture
Rocketmiles,Atlas Venture
ZappRx,Atlas Venture
Flashnotes,Atlas Venture
PillPack,Atlas Venture
EnOcean,ATMOS
Pelamis Wave Power,ATMOS
Enliven Marketing Technologies,Atoll Asset Management
Kyte,Atomico
WooMe,Atomico
Xobni,Atomico
DECA,Atomico
The Climate Corporation,Atomico
The Climate Corporation,Atomico
Jott,Atomico
Seesmic,Atomico
TrialPay,Atomico
WooMe,Atomico
Heysan,Atomico
WooMe,Atomico
Xobni,Atomico
DECA,Atomico
VisualDNA,Atomico
Xobni,Atomico
Jolicloud,Atomico
Zattikka,Atomico
Xobni,Atomico
Grows Up,Atomico
MadBid.com,Atomico
Memolane,Atomico
Marcandi,Atomico
Fashiolista,Atomico
Rdio,Atomico
Rdio,Atomico
Siine,Atomico
Fon,Atomico
The Climate Corporation,Atomico
Rovio Entertainment,Atomico
Silk,Atomico
Ostrovok,Atomico
Quid,Atomico
Hailo,Atomico
Gengo,Atomico
Quipper,Atomico
Wrapp,Atomico
6Wunderkinder,Atomico
Ge.tt,Atomico
Wrapp,Atomico
EVRYTHNG,Atomico
Restorando,Atomico
Hailo,Atomico
Quipper,Atomico
Cmune,Atomico
The Climate Corporation,Atomico
Fab.com,Atomico
Silk,Atomico
Hailo,Atomico
PedidosYa / PedidosJ‡,Atomico
Bebestore,Atomico
Supercell,Atomico
Gengo,Atomico
Wrapp,Atomico
Fab.com,Atomico
ChemistDirect,Atomico
Restorando,Atomico
6Wunderkinder,Atomico
Yub,Atomico
Knewton,Atomico
CELLFOR,ATP Capital
CELLFOR,ATP Capital
Pixim,Atrium Capital
Incentive Logic,Atrium Capital
Lawdingo,Atsany Capital
AntCor,Attica Ventures
Performance Technology,Attica Ventures
Dilithium Networks,Attractor Investment Management
Lookery,Attractor Investment Management
Surreal Games,atventure.us
Brighter Dental Care,AUA Private Equity Partners
Agendize,Aube Investissement
Verdeeco,Auburn Angel Network
AvaLAN Wireless Systems,Auburn Angel Network
Monster Arts,Auctus Private Equity Fund
VISEO,Audacia
Snapfish,Audax Ventures
Lockstream,Audax Ventures
XDC,Audiolux
Memrise,Audrey Capital
Aquinox Pharmaceuticals,Augment Investments
Mercatus,Augment Investments
Mercatus,Augment Ventures
Adenovir Pharma,Augmenta
BullionVault,Augmentum Capital
borro,Augmentum Capital
Bathrooms.com,Augmentum Capital
borro,Augmentum Capital
Zopa,Augmentum Capital
PEX Card,Augury Capital
Technorati,August Capital
SAY Media,August Capital
SAY Media,August Capital
Six Apart,August Capital
Six Apart,August Capital
Jaxtr,August Capital
SAY Media,August Capital
Splunk,August Capital
Splunk,August Capital
Adchemy,August Capital
PacketTrap Networks,August Capital
Aardvark,August Capital
DNN Corp,August Capital
SkyPilot Networks,August Capital
OPENLANE,August Capital
Ohai,August Capital
Magnum Semiconductor,August Capital
Luminate,August Capital
Swoopo,August Capital
StumbleUpon,August Capital
Mimosa Systems,August Capital
Gravity,August Capital
Ubicom,August Capital
Virsto Software,August Capital
Unity Semiconductor,August Capital
Bill.com,August Capital
INRIX,August Capital
Mimosa Systems,August Capital
Xirrus,August Capital
SuVolta,August Capital
SuVolta,August Capital
Livemocha,August Capital
WePay,August Capital
Adchemy,August Capital
DNN Corp,August Capital
threadsy,August Capital
Urban Airship,August Capital
Mimosa Systems,August Capital
Adchemy,August Capital
Summit Microelectronics,August Capital
Nomis Solutions,August Capital
NeoPath Networks,August Capital
INRIX,August Capital
Blippy Social Commerce,August Capital
Luxtera,August Capital
Ubicom,August Capital
Xirrus,August Capital
Reconnex,August Capital
Scintera Networks,August Capital
Summit Microelectronics,August Capital
Red Swoosh,August Capital
Devicescape,August Capital
Luminate,August Capital
zulily,August Capital
WePay,August Capital
Memolane,August Capital
Encentuate,August Capital
Mimosa Systems,August Capital
Trumba Corporation,August Capital
Nomis Solutions,August Capital
INRIX,August Capital
PayNearMe,August Capital
Bubbli,August Capital
RelayRides,August Capital
StumbleUpon,August Capital
Alta Devices,August Capital
snagajob.com,August Capital
Mavenir Systems,August Capital
Virsto Software,August Capital
Reputation.com,August Capital
INRIX,August Capital
RetailNext,August Capital
Rocket Lawyer,August Capital
Virsto Software,August Capital
Adchemy,August Capital
RelayRides,August Capital
Bill.com,August Capital
SuVolta,August Capital
Aisle50,August Capital
Adara Media,August Capital
Samba TV,August Capital
Luminate,August Capital
Luxtera,August Capital
ThreatMetrix,August Capital
Tegile Systems,August Capital
WePay,August Capital
PubMatic,August Capital
DITTO.com,August Capital
SAY Media,August Capital
Netpulse,August Capital
Xirrus,August Capital
Gravity,August Capital
Gigwalk,August Capital
PayNearMe,August Capital
Urban Airship,August Capital
Adara Media,August Capital
Eat Club,August Capital
RetailNext,August Capital
AvantCredit,August Capital
Fastly,August Capital
DataTorrent,August Capital
Luxtera,August Capital
Tegile Systems,August Capital
Aisle50,August Capital
AvantCredit,August Capital
"Performance Marketing Brands, Inc.",August Capital
Magnum Semiconductor,August Capital
Magnum Semiconductor,August Capital
Bill.com,August Capital
Integral Ad Science,August Capital
SuVolta,August Capital
Rocketmiles,August Capital
Enthuse,Augustine Capital
RiffTrax,Augustus Ventures Limited
Legend3D,Augustus Ventures Limited
Legend3D,Augustus Ventures Limited
Confidex,Aura Capital
AW-Energy,Aura Capital
Alyotech,Aurel NextStage Private Equity
Ninsight Broadcast,Aurel NextStage Private Equity
Alyotech,Aurel NextStage Private Equity
Combinature Biopharm,Aurelia Private Equity
MerLion Pharmaceuticals,Aurelia Private Equity
Club Cooee,Aurelia Private Equity
GILUPI,Aurelia Private Equity
Qingdao Land of State Power Environment Engineering,Aureos Capital
Unitrio Technology,Aureos Capital
Auro Mira Energy,Aureos South Asia Fund
Stantum,Auriga Partners
Convertigo,Auriga Partners
BonitaSoft,Auriga Partners
Innovative Silicon,Auriga Partners
Innovative Silicon,Auriga Partners
Evolva,Auriga Partners
Cytoo,Auriga Partners
Evolva,Auriga Partners
Population Genetics Technologies,Auriga Partners
NemeriX,Auriga Partners
eXo,Auriga Partners
NGI,Auriga Partners
Nautilus Biotech,Auriga Partners
Nexthink,Auriga Partners
Open-Plug,Auriga Partners
Neolane,Auriga Partners
ERYtech Pharma,Auriga Partners
NEMOPTIC,Auriga Partners
SpinX Technologies,Auriga Partners
Nautilus Biotech,Auriga Partners
Nexthink,Auriga Partners
NemeriX,Auriga Partners
SuperSonic Imagine,Auriga Partners
Genocea Biosciences,Auriga Partners
CellNovo,Auriga Partners
BonitaSoft,Auriga Partners
Cytoo,Auriga Partners
Neolane,Auriga Partners
Nexthink,Auriga Partners
Genocea Biosciences,Auriga Partners
TxCell,Auriga Partners
IDbyME,Auriga Partners
IDbyME,Auriga Partners
Codenvy,Auriga Partners
SuperSonic Imagine,Auriga Partners
BonitaSoft,Auriga Partners
Gamida Cell,Auriga Ve
CONEXANCE MD,Aurinvest
Sinequa,Aurinvest
Pharnext,Aurinvest
Anaconda Pharma,Aurinvest
PathoQuest,Aurinvest
Regado Biosciences,Aurora Funds
Regado Biosciences,Aurora Funds
Metabolon,Aurora Funds
EiRx Therapeutics,Aurora Private Equity
Argos Therapeutics,Aurora Private Equity
OSG Records Management,Aurora Russia
OSG Records Management,Aurora Russia
Nitride Solutions,Aurora UV
N-Trig,Aurum Ventures
DuneNetworks,Aurum Ventures
BPT,Aurum Ventures
Nephera,Aurum Ventures
LifeBond,Aurum Ventures
Splitcast Technology,Aurus
Zappedy,Aurus
Happyshop,Aurus
Junar,Aurus
Happyshop,Aurus
ClickMagic,Aurus
Trigemina,Aurus
BinWise,Auster Capital Partners
Bullhorn,Austin Investment Management
Slacker,Austin Ventures
Thoof,Austin Ventures
Bazaarvoice,Austin Ventures
Pluck,Austin Ventures
ACTIVE Network,Austin Ventures
ACTIVE Network,Austin Ventures
ACTIVE Network,Austin Ventures
ACTIVE Network,Austin Ventures
ACTIVE Network,Austin Ventures
Spiceworks,Austin Ventures
Spiceworks,Austin Ventures
Bazaarvoice,Austin Ventures
FiveRuns,Austin Ventures
On Networks,Austin Ventures
On Networks,Austin Ventures
FiveRuns,Austin Ventures
divorce360,Austin Ventures
BreakingPoint Systems,Austin Ventures
FameCast,Austin Ventures
Pluck,Austin Ventures
NileGuide,Austin Ventures
Bazaarvoice,Austin Ventures
Innography,Austin Ventures
SailPoint Technologies,Austin Ventures
SailPoint Technologies,Austin Ventures
HomeAway,Austin Ventures
VeriSilicon Holdings,Austin Ventures
Paymetric,Austin Ventures
NetStreams,Austin Ventures
NetStreams,Austin Ventures
Validity Sensors,Austin Ventures
Workstreamer,Austin Ventures
Slacker,Austin Ventures
ATCOR Holdings,Austin Ventures
Pyxis Technology,Austin Ventures
Vovici,Austin Ventures
Vovici,Austin Ventures
Slacker,Austin Ventures
Upland Software,Austin Ventures
Prenova,Austin Ventures
Alereon,Austin Ventures
Copan Systems,Austin Ventures
MojoPages,Austin Ventures
Mavenir Systems,Austin Ventures
Draker,Austin Ventures
CrimeReports,Austin Ventures
Paymetric,Austin Ventures
Asset International,Austin Ventures
Black Sand Technologies,Austin Ventures
Troux Technologies,Austin Ventures
Innovative Silicon,Austin Ventures
Zeno Corporation,Austin Ventures
Boundless Network,Austin Ventures
"RetailMeNot, Inc.",Austin Ventures
LabNow,Austin Ventures
LabNow,Austin Ventures
The American Academy,Austin Ventures
Spiceworks,Austin Ventures
Virtual Bridges,Austin Ventures
Azul Systems,Austin Ventures
Copan Systems,Austin Ventures
Peopleclick Authoria,Austin Ventures
Mavenir Systems,Austin Ventures
Innography,Austin Ventures
Convio,Austin Ventures
Sipera Systems,Austin Ventures
MindJolt,Austin Ventures
Black Sand Technologies,Austin Ventures
Lombardi Software,Austin Ventures
Troux Technologies,Austin Ventures
SolarWinds,Austin Ventures
Nascentric,Austin Ventures
CREDANT Technologies,Austin Ventures
Mavenir Systems,Austin Ventures
Zilliant,Austin Ventures
Powered,Austin Ventures
Surgient,Austin Ventures
Process Data Control,Austin Ventures
Pyxis Technology,Austin Ventures
Sipera Systems,Austin Ventures
FameCast,Austin Ventures
Spredfast,Austin Ventures
BBS Technologies,Austin Ventures
Nascentric,Austin Ventures
Vovici,Austin Ventures
SailPoint Technologies,Austin Ventures
Pintail Technologies,Austin Ventures
PWRF,Austin Ventures
Stream Processors,Austin Ventures
"LifeSize, a Division of Logitech",Austin Ventures
NetEffect,Austin Ventures
VeriSilicon Holdings,Austin Ventures
Sipera Systems,Austin Ventures
BuildForge,Austin Ventures
AlterPoint,Austin Ventures
Worksoft,Austin Ventures
Sipera Systems,Austin Ventures
Mavenir Systems,Austin Ventures
RLX Technologies,Austin Ventures
Workstreamer,Austin Ventures
"LifeSize, a Division of Logitech",Austin Ventures
Navini Networks,Austin Ventures
Britestream Networks,Austin Ventures
Paragon Wireless,Austin Ventures
Azul Systems,Austin Ventures
ePartners,Austin Ventures
WAY Systems,Austin Ventures
MapMyFitness,Austin Ventures
Augmentix,Austin Ventures
Alereon,Austin Ventures
Troux Technologies,Austin Ventures
PWRF,Austin Ventures
Zilliant,Austin Ventures
Pintail Technologies,Austin Ventures
Paymetric,Austin Ventures
Calpont Corporation,Austin Ventures
Zilliant,Austin Ventures
"Silverback Enterprise Group, Inc.",Austin Ventures
"RetailMeNot, Inc.",Austin Ventures
Gazzang,Austin Ventures
Mass Relevance,Austin Ventures
Solar Power Technologies,Austin Ventures
Dachis Group,Austin Ventures
Lincoln Renewable Energy,Austin Ventures
Emerus Hospital Partners,Austin Ventures
Key Ring,Austin Ventures
Boundless Network,Austin Ventures
Limos.com,Austin Ventures
Spiceworks,Austin Ventures
Explorys,Austin Ventures
Mavenir Systems,Austin Ventures
NewComLink,Austin Ventures
Spredfast,Austin Ventures
Noesis Energy,Austin Ventures
Onit,Austin Ventures
MOGL,Austin Ventures
Black Sand Technologies,Austin Ventures
Omni Water Solutions,Austin Ventures
Bloomfire,Austin Ventures
Umbel,Austin Ventures
Mass Relevance,Austin Ventures
Civitas Learning,Austin Ventures
MapMyFitness,Austin Ventures
Donuts,Austin Ventures
ESO Solutions,Austin Ventures
Datical,Austin Ventures
Draker,Austin Ventures
Noesis Energy,Austin Ventures
Flash Valet,Austin Ventures
Calxeda,Austin Ventures
Spinal Restoration,Austin Ventures
OutboundEngine,Austin Ventures
Spredfast,Austin Ventures
Bloomfire,Austin Ventures
Handshakez,Austin Ventures
Dachis Group,Austin Ventures
Omni Water Solutions,Austin Ventures
Adometry,Austin Ventures
Adometry,Austin Ventures
Adometry,Austin Ventures
Adometry,Austin Ventures
Compare Metrics,Austin Ventures
ColdWatt,Austin Ventures
Civitas Learning,Austin Ventures
Veros Systems,Austin Ventures
TrueAbility,Austin Ventures
MOGL,Austin Ventures
Ambiq Micro,Austin Ventures
RunTitle,Austin Ventures
Datical,Austin Ventures
Spredfast,Austin Ventures
Innography,Austin Ventures
Nimbic (formerly Physware),Austral Capital
Junar,Austral Capital
Nimbic (formerly Physware),Austral Capital
Booking Angel,Australian Distributed Incubator
bCODE,Australian Distributed Incubator
semanticlabs,Austria Wirtschaftsservice
ON DEMAND Microelectronics,Austria Wirtschaftsservice
semanticlabs,Austria Wirtschaftsservice
Miracor Medical Systems,Austria Wirtschaftsservice
Prediki Prediction Services,Austria Wirtschaftsservice
KINAMU Business Solutions,Austria Wirtschaftsservice Gesellschaft
meinKauf,Austrian Research Promotion Agency
Switchfly,Authosis Ventures
Switchfly,Authosis Ventures
Switchfly,Authosis Ventures
Adwanted,Autonomie et Solidarit_
Tynt,AVAC Ltd
CoolIT Systems,AVAC Ltd
Wedge Networks,AVAC Ltd
Cleankeys,AVAC Ltd
Cleankeys,AVAC Ltd
Mobovivo,AVAC Ltd
iConnectivity,AVAC Ltd
MYFLY,Avados
Cloudant,Avalon Ventures
Chumby,Avalon Ventures
Zynga,Avalon Ventures
Chumby,Avalon Ventures
Kaltura,Avalon Ventures
Zynga,Avalon Ventures
Pictela,Avalon Ventures
Simulmedia,Avalon Ventures
E-Band Communications,Avalon Ventures
Intercasting,Avalon Ventures
Cloudkick,Avalon Ventures
JustSpotted,Avalon Ventures
Cambrios Technologies,Avalon Ventures
Cambrios Technologies,Avalon Ventures
Pictela,Avalon Ventures
Ortiva Wireless,Avalon Ventures
AnaptysBio,Avalon Ventures
Syndax Pharmaceuticals,Avalon Ventures
RethinkDB,Avalon Ventures
Simulmedia,Avalon Ventures
AnaptysBio,Avalon Ventures
Cloudkick,Avalon Ventures
Kalon Semiconductor,Avalon Ventures
Vocera Communications,Avalon Ventures
Otonomy,Avalon Ventures
Chartio,Avalon Ventures
Cloudant,Avalon Ventures
Backupify,Avalon Ventures
Intercasting,Avalon Ventures
Standing Cloud,Avalon Ventures
Aratana Therapeutics,Avalon Ventures
Cheezburger,Avalon Ventures
Cheezburger,Avalon Ventures
Kaltura,Avalon Ventures
Tapad,Avalon Ventures
Shelby.tv,Avalon Ventures
Nanigans,Avalon Ventures
Backupify,Avalon Ventures
Pingup,Avalon Ventures
Techstars,Avalon Ventures
TwinStrata,Avalon Ventures
Chartio,Avalon Ventures
Standing Cloud,Avalon Ventures
Aratana Therapeutics,Avalon Ventures
Zynga,Avalon Ventures
Cloudant,Avalon Ventures
MOGL,Avalon Ventures
Memrise,Avalon Ventures
Simulmedia,Avalon Ventures
Awarepoint,Avalon Ventures
Backupify,Avalon Ventures
Kinvey,Avalon Ventures
Shelby.tv,Avalon Ventures
Selectable Media,Avalon Ventures
Kaltura,Avalon Ventures
Avelas Biosciences,Avalon Ventures
