company_name,investor_name,investor_category_code,funded_year
GroupMe,betaworks,social,2011
OMGPOP,betaworks,social,2011
OnSwipe,betaworks,social,2011
Path,betaworks,social,2010
Yieldbot,betaworks,social,2010
Kickstarter,betaworks,social,2011
Bloom Studio,betaworks,social,2011
SocialFlow,betaworks,social,2011
Extension Entertainment,betaworks,social,2011
OnSwipe,betaworks,social,2011
Embedly,betaworks,social,2011
Findery,betaworks,social,2011
just.me,betaworks,social,2011
ChallengePost,betaworks,social,2011
ShowMe,betaworks,social,2011
Piictu,betaworks,social,2011
Clipboard,betaworks,social,2011
Lascaux Co.,betaworks,social,2011
IFTTT,betaworks,social,2012
Everlane,betaworks,social,2011
Highlight,betaworks,social,2012
Branch,betaworks,social,2012
Couple,betaworks,social,2012
Frontback,betaworks,social,2012
Moped,betaworks,social,2012
Keep Holdings,betaworks,social,2010
CasaHop,betaworks,social,2012
Bloglovin,betaworks,social,2012
Bloglovin,betaworks,social,2012
Punch!,betaworks,social,2011
RebelMouse,betaworks,social,2012
Pickie,betaworks,social,2012
Seesaw,betaworks,social,2012
Nitrogram,betaworks,social,2012
Picturelife,betaworks,social,2012
Svbtle,betaworks,social,2013
Editorially,betaworks,social,2012
Summly,betaworks,social,2012
Namo Media,betaworks,social,2013
LayerVault,betaworks,social,2012
Star.me,betaworks,social,2010
Fancy Hands,betaworks,social,2011
Koa.la,betaworks,social,2013
Grand St.,betaworks,social,2013
SocialFlow,betaworks,social,2013
Bondsy,betaworks,social,2012
Ditto,betaworks,social,2010
Livestar,betaworks,social,2011
Rap Genius,betaworks,social,2011
CollabFinder,betaworks,social,2012
Memoir,betaworks,social,2011
Socratic,betaworks,social,2013
URX,betaworks,social,2013
makr,betaworks,social,2013
Estimote,betaworks,social,2013
Mindie,betaworks,social,2014
Medium,betaworks,social,2014
Kabam,Betfair,web,2009
Dwolla,BetterWorks (Closed),enterprise,2012
iwoca,Beyond Digital Media,advertising,2013
iwoca,Beyond Digital Media,advertising,2014
Collibra,Bi3 Solutions,,2008
Biomimedica,Biedermann Motech,biotech,2012
NanoBio,Bill & Melinda Gates Foundation,biotech,2010
Uversity,Bill & Melinda Gates Foundation,biotech,2011
Liquidia Technologies,Bill & Melinda Gates Foundation,biotech,2011
Startup Weekend,Bill & Melinda Gates Foundation,biotech,2011
Seventh Sense Biosystems,Bill & Melinda Gates Foundation,biotech,2011
Atreca,Bill & Melinda Gates Foundation,biotech,2012
Genocea Biosciences,Bill & Melinda Gates Foundation,biotech,2012
Uversity,Bill & Melinda Gates Foundation,biotech,2012
Visterra,Bill & Melinda Gates Foundation,biotech,2012
BetterLesson,Bill & Melinda Gates Foundation,biotech,2012
ZYOMYX,Bill & Melinda Gates Foundation,biotech,2013
ConnectEdu,Bill & Melinda Gates Foundation,biotech,2013
Visterra,Bill & Melinda Gates Foundation,biotech,2013
EducationSuperHighway,Bill & Melinda Gates Foundation,biotech,2013
ReformTech Sweden AB,BioArt AB,,2010
Thelial Technologies,Biocant Ventures,,2009
Intellikine,Biogen Idec,biotech,2009
Virdante Pharmaceuticals,Biogen Idec,biotech,2009
Provasculon,Biogen Idec,biotech,2008
Raven Biotechnologies,Biogen Idec,biotech,2005
iPierian,Biogen Idec,biotech,2010
Museum of Science,Biogen Idec,biotech,2012
PIERIS Proteolab,BioM AG,,2006
Orca Pharmaceuticals,BioMotiv,biotech,2013
Tetra Discovery,Biosciences Research & Commercialization Center,,2013
NephroGenex,BioStratum,,2007
Synthetic Biologics,Biotechnology and Biological Sciences Research Council (BBSRC),biotech,2013
The University of Nottingham,Biotechnology and Biological Sciences Research Council (BBSRC),biotech,2014
InterMed Discovery,Biotropics Malaysia Berhad,,2009
Pepscan,Biox Biosciences,,2006
EnStorage,BIRD Foundation,nonprofit,2014
"Princeton Power System,Inc.",BIRD Foundation,nonprofit,2014
for; to (do),Birri Holdings,,2001
Kanoco,Birri Holdings,,2001
Rockford Foresters Baseball Team,"Bison Sporting Events, LLC",,2008
Karo Internet,Bitclick GmbH,,2007
ToonTime,Bitfactory Holding,,2012
s0cket,Bizar Mobile Pty Ltd,,2013
Wedit,Bizdom,other,2010
PicketReport.com,Bizdom,other,2011
Chalkfly,Bizdom,other,2013
GreenLancer,Bizdom,other,2013
Easel Learn,Bizdom,other,2012
Bizeso Services Private Limited,bizeso services pvt ltd,,2011
Tastebuds,Black Ocean,web,2013
Talentory.com,Black River Ventures,,2013
IGLOO Software,Blackberry,hardware,2008
PicRate.Me,Blackberry,hardware,2012
The Coveteur,Blackpoynt Ventures,,2012
Blackstone Digital Agency,Blackstone Asia,,2013
Radical Studios,"Blatant Entertainment, Inc.",,2008
AeroDron,BLOMASA,other,2013
xG Technology,"Blooston, Mordkofsky, Dicken, Duffy & Prendergast",other,2009
Gecko Health Innovation (GeckoCap),Blue Cross Blue Shield,,2012
Composeright,Bluechilli,software,2012
mobiManage,Bluefrog Interactive,,2008
Budge,Bluehawk Capital,,2012
People Operating Technology,Bluemind Ventures,,2009
iCouch,Blueprint Health Accelerator,,2012
iMedicare,Blueprint Health Accelerator,,2013
AdhereTech,Blueprint Health Accelerator,,2011
Choose Energy,Bluescape,,2013
Shopcaster,BNOTIONS,software,2012
GOSO,Boalt Holdings,,2009
ShopInterest,BodaBus,,2013
Extreme Enterprises,"Boiler Enterprises, LP.",,2008
Sport Telegram,bold.dk,,2012
Planbox,Bolidea,,2009
Veduca,Bolt Ventures,enterprise,2013
Veduca,Bolt Ventures,enterprise,2013
Subsidence,Bolt.io,finance,2013
Enswers,Bon Angels,,2007
myRealTrip,Bon Angels,,2013
Appcore,BON Fund,,2011
Hittahem,Bonnier Corporation,advertising,2013
AKAMON ENTERTAINMENT,Bonsai Venture Capital,,2013
From The Bench,Bonsai Venture Capital,,2013
GRIN Publishing,Books on Demand,,2008
IActionable,BoomStartup,consulting,2010
KarmaKey,BoomStartup,consulting,2010
Icount.com,BoomStartup,consulting,2010
Cycle,Boost VC,other,2013
AuditFile.com,Boost VC,other,2013
BitWall,Boost VC,other,2013
Unemployment-Extension.Org,BoostBargains,,2011
Perceivant,Bootstrap Incubation,,2013
LayerBoom,Bootup Labs,finance,2009
AdHack,Bootup Labs,finance,2009
Overinteractive Media,Bootup Labs,finance,2009
Letsgofordinner,Bootup Labs,finance,2009
Contractually,Bootup Labs,finance,2009
Summify,Bootup Labs,finance,2010
Blast Ramp,Bootup Labs,finance,2009
Compass Engine,Bootup Labs,finance,2009
Statusly,Bootup Labs,finance,2009
Zedmo,Bootup Labs,finance,2009
Storm Media Innovations Inc,Bootup Labs,finance,2009
Brandtree,Bootup Labs,finance,2009
SURF Communication Solutions,BOS Better On-Line Solutions,,2006
Pebbles Interfaces,Bosch,other,2013
AskNshare,Bose International Investement Fund,software,2009
AskNshare,Bose International Investement Fund,software,2012
Sadra Medical,Boston Scientific,,2009
Sadra Medical,Boston Scientific,,2006
Health Hero Network(Bosch Healthcare),Boston Scientific,,2006
Adiana,Boston Scientific,,2005
Brainsgate,Boston Scientific,,2005
Neuros Medical,Boston Scientific,,2012
BAROnova,Boston Scientific,,2013
Channel Medsystems,Boston Scientific,,2013
SetPoint Medical,Boston Scientific,,2013
Atari,Boussard & Gavaudan Holding,,2005
Edition01,Boxee,software,2011
Nanobiotix,Bpifrance,other,2013
Withings,Bpifrance,other,2013
Skuldtech,Bpifrance,other,2013
GamaMabs Pharma,Bpifrance,other,2013
Talend,Bpifrance,other,2013
Lucibel,Bpifrance,other,2013
"ChargePoint, Inc.",Braemer Energy Ventures,,2012
Jan Medical,BrainLAB,software,2011
Changers,Brandenburg GmbH,,2014
Secret Sales,brands4friends,fashion,2010
"LendKey Technologies, Inc.",Brazos Group,,2009
CoachUp,Bridge Boys LLC,web,2012
GadgetATM,Brightahead Ventures,,2013
clypd,Brightcove,enterprise,2013
Clearwire,BrightHouse,software,2009
Clearwire,BrightHouse,software,2008
YaSabe,Brightstar,mobile,2013
XDx,Bristol-Myers Squibb,biotech,2009
XDx,Bristol-Myers Squibb,biotech,2009
AlertMe,British Gas,,2010
Power Plus Communications,British Gas,,2012
Verenium,British Petroleum,other,2008
MIT Energy Initiative,British Petroleum,other,2012
Fon,British Telecom,,2008
Location Labs,British Telecom,,2002
Real Time Content,British Telecom,,2007
BroadLight,Broadcom,mobile,2007
Tilera,Broadcom,mobile,2010
BroadLight,Broadcom,mobile,2005
nCrypted Cloud,Broadcom,mobile,2014
RedHill Biopharma,Broadfin,health,2013
Tacit Networks,Brocade Communications Systems,network_hosting,2005
Zettaset,Brocade Communications Systems,network_hosting,2012
SilverRail Technologies,Brook Ventures,,2010
CreatiVasc Medical,Brookhaven Medical,,2013
Mixers,Bros Associates Ltd.,,2011
REALTIME.CO,BRZtech Group,,2012
Roku,BSkyB,software,2012
Roku,BSkyB,software,2013
Jaunt,BSkyB,software,2013
QuNano,BTG,,2006
60mo,Buckeye Oil Producing Company,,2009
Escapia,Buerk Dale Victor,,2006
Tulip Retail,BufferBox,ecommerce,2013
Ridemakerz,Build-A-Bear Workshop,games_video,2006
Ridemakerz,Build-A-Bear Workshop,games_video,2007
Ridemakerz,Build-A-Bear Workshop,games_video,2008
Offerpop,Bulger Capital Partners,other,2012
LinkStorm,Bullas777,,2009
Player X,Bullion International,,2005
Solazyme,Bunge,other,2009
H-FARM Ventures,Buongiorno S.p.A.,,2013
mydeco,Burda Cross Media,,2008
Lidyana.com,Burda International,,2013
Navegg,Buscap_,ecommerce,2011
Shopcliq,Buscap_ Company,ecommerce,2012
Energie Etiche,Business Innovation Centre Lazio,,2012
AfterShip,Business Switch Pty Ltd,,2012
MicuRx Pharmaceuticals,BVCF,,2013
Souzhou Ribo Life Science,BVCF,,2014
GenieDB,BWCI Trust,,2008
Wisair,Bynet Data Communications,,2006
easy2map,Byte Orbit,,2012
eDabba,C Cube Angels,,2012
eDabba,C Cube Angels,,2013
Graphic India,CA Media,finance,2013
Twenty Jeans,CAA Ventures,finance,2013
Medium,CAA Ventures,finance,2014
Interview Rocket,Cabot Technology Solutions,consulting,2013
Tela Innovations,Cadence Design Systems,hardware,2008
CoWare,Cadence Design Systems,hardware,2007
NemeriX,Cadence Design Systems,hardware,2005
NVELO,Cadence Design Systems,hardware,2011
AVdirect,Caele Holding,other,2010
Zoondy,Cairngorm LLC,,2013
DEQ,Caisse de Depot et Placements du Quebec,,2013
Rock Health,California HealthCare Foundation,other,2011
iRhythm Technologies,California HealthCare Foundation,other,2012
Alter Way,Calliode,,2007
Anatole,Calliode,,2006
SendinBlue,Caloga,,2013
Ondax,Caltech,,2008
Ondax,Caltech,,2005
Qliance Medical Management,Cambia Health Solutions,biotech,2013
Lively Inc.,Cambia Health Solutions,biotech,2013
Wildflower Health,Cambia Health Solutions,biotech,2013
Retrofit,Cambia Health Solutions,biotech,2013
GNS Healthcare,Cambia Health Solutions,biotech,2013
GNS Healthcare,Cambia Health Solutions,biotech,2014
Aveillant,Cambridge Consultants,,2013
Saguaro Resources,Camcor,,2013
BravoSolution,CAMOFI Master,,2005
Ballard Power Systems,Canadian Government,,2010
Molecular Templates,Cancer Prevention and Research Institute of Texas,,2013
KannaLife Sciences,CannaVest,,2013
Cymax,Canopy Capital  Partners,,2011
iQuantifi.com,CAP Partners,consulting,2011
Restlet,CapDecisif Management,software,2013
Gecko Biomedical,CapDecisif Management,software,2013
Sophia Learning,Capella Education Company,,2011
PayEase,Capinfo Company,,2006
Mixers,Capital Equipment Services Ltd.,,2011
DTT,Capital One,consulting,2013
Payoff.com,Capital R Investments,,2012
SpaceCraft,Capital Sports & Entertainment,,2011
Bypass Mobile,Capital Sports & Entertainment,,2011
Inlet Technologies,Capitol Broadcasting Company,public_relations,2008
Zenph,Capitol Broadcasting Company,public_relations,2009
Inlet Technologies,Capitol Broadcasting Company,public_relations,2007
Inlet Technologies,Capitol Broadcasting Company,public_relations,2005
Photofy,Capitol Broadcasting Company,public_relations,2013
Money On Mobile,Caplain,,2013
Intelligent Apps (mytaxi),car2go,,2012
Nitric Bio,Cardinal Health,,2006
Healthways,CareFirst,,2013
Caesarea Medical Electronics,Carefusion,health,2013
Voci Technologies,Carnegie Mellon University,,2012
REBIScan,Carnegie Mellon University,,2012
Beyond Lucid Technologies,Carnegie Mellon University,,2012
NoWait,Carnegie Mellon University,,2012
Extreme Enterprises,Carol McAtee & Associates,other,2008
RepairPal,Cars.com,ecommerce,2013
SimplyBox,Castle Field,,2008
Queue-it,Cat Science,,2010
KloudNation,Catapult Partners,,2012
Taigen,Cathay Life Insurance,,2004
Carena,Catholic Health Initiatives,,2012
IPXI,"CBOE Holdings, Inc.",,2011
Spot Runner,CBS,news,2006
Mahalo,CBS,news,2007
The Electric Sheep,CBS,news,2007
"TargetSpot, Inc.",CBS RADIO,,2011
China Garment,CCC,education,2010
SpazioDati,CCIAA Pisa,,2012
Marketbright,CDC Software,enterprise,2010
55tuan.com,CDH Ventures,,2011
eHi Car Rental,CDH Ventures,,2009
Waicai,CDH Ventures,,2013
Kang Hui Medical Instrument,CDH Ventures,,2008
Large Business District Networking,CDH Ventures,,2011
Zonbo Media,CDH Ventures,,2007
Zonbo Media,CDH Ventures,,2006
SuperData Research,CDH Ventures,,2000
DYNAGENT SOFTWARE SL,CDTI (224KÛ),,2010
DYNAGENT SOFTWARE SL,CDTI (NEOTEC),,2006
ItsPlatonic,CE Tech Invest,,2012
9Lenses,CEB,,2013
FerroKin Biosciences,Celgene,biotech,2010
Agios Pharmaceuticals,Celgene,biotech,2011
Acceleron Pharma,Celgene,biotech,2011
Acetylon Pharmaceuticals,Celgene,biotech,2012
VentiRx Pharmaceuticals,Celgene,biotech,2012
Tengion,Celgene,biotech,2013
Acetylon Pharmaceuticals,Celgene,biotech,2013
Sutro Biopharma,Celgene,biotech,2013
Ceregene,Cell Genesys,,2007
Adama Materials,Cellular Bioengineering,,2010
Wiztango,CELM,,2011
Movidius,Celtic House,,2011
Avvasi Inc.,Celtic House,,2010
MEMSIC,Celtic House,,1999
Kolltan Pharmaceuticals,Celtic Therapeutics Holdings,biotech,2008
General Fusion,Cenovus Energy,,2011
Skyonic,Cenovus Energy,,2013
General Fusion,Cenovus Energy,,2013
Extended Stay America,Centerbridge Partners,,2013
Egnyte,CenturyLink,public_relations,2013
SymBio Pharmaceuticals,Cephalon,biotech,2011
Dayforce,Ceridian,,2011
eyeSight Mobile Technologies,CEVA,software,2011
LOOKCAST,"CEX, Inc.",,2012
Uman Pharma,CFR Pharmaceuticals,biotech,2011
CorrectNet,Charles Schwab,,2008
Domino Street,Chase Banking Corporation,,2012
RentStuff.com,Chattanooga Renaissance Fund,,2012
Variable,Chattanooga Renaissance Fund,,2013
momondo,Cheapflights,public_relations,2011
XenoOne,Cheil Worldwide,other,2009
ConsumerBell,Chelsea Venture Partners,,2011
AdFinance,Chenen a.s.,,2011
Polyera,Chengwei Capital,,2012
Wireless Seismic,Chesapeake Solar,,2013
Konarka Technologies,Chevron,,2008
BitPoster,CHI & Partners,,2013
Taigen,China Development Industrial Bank,,2004
Senhwa Biosciences,China Investment & Development,,2013
Space Star Technology,China Spacesat Technology,,2009
Taigen,China Steel,,2004
Lenovo,Chinese Academy Of Sciences,,1984
spotdock,"Chiron Partners, LLC",,2012
InforcePro,Choice Capital Partners,,2013
Baanto International,Christie Digital Systems Canada,,2010
Baanto International,Christie Digital Systems Canada,,2010
LUXeXceL Group,ChrysalixSET,,2014
Book'n'Bloom,Churvey Business Co.,,2012
MODIZY.COM,CII Participations,,2013
Telly,Cinemagic,,2013
Binary Event Network,Cinnober Financial Technology,,2013
Episencial,CircleUp,finance,2012
SmartyPants Vitamins,CircleUp,finance,2013
EDUonGo,Circulus Education,,2013
Plaxo,Cisco,hardware,2004
CinemaNow,Cisco,hardware,2004
GridNetworks,Cisco,hardware,2007
Akimbo,Cisco,hardware,2006
BlackArrow,Cisco,hardware,2007
Soonr,Cisco,hardware,2008
Move Networks,Cisco,hardware,2008
VirtualLogix,Cisco,hardware,2004
VMware,Cisco,hardware,2007
GridNetworks,Cisco,hardware,2007
Amobee,Cisco,hardware,2008
Finjan,Cisco,hardware,2008
Avega Systems,Cisco,hardware,2007
Xobni,Cisco,hardware,2009
BroadLogic Network Technologies,Cisco,hardware,2007
Emergent Game Technologies,Cisco,hardware,2007
Digitalsmiths,Cisco,hardware,2009
Celeno,Cisco,hardware,2008
Oversi,Cisco,hardware,2007
ZeroG Wireless,Cisco,hardware,2007
Majitek,Cisco,hardware,2009
Soonr,Cisco,hardware,2009
Xobni,Cisco,hardware,2009
Appfolio,Cisco,hardware,2008
Widevine Technologies,Cisco,hardware,2006
Ambow Education,Cisco,hardware,2007
Redington,Cisco,hardware,2008
OpTier,Cisco,hardware,2008
Quantcast,Cisco,hardware,2010
iControl Networks,Cisco,hardware,2009
Comviva,Cisco,hardware,2005
GlassHouse Technologies,Cisco,hardware,2008
Ushahidi,Cisco,hardware,2009
OZON.ru,Cisco,hardware,2007
Emergent Game Technologies,Cisco,hardware,2007
Mashery,Cisco,hardware,2010
HyTrust,Cisco,hardware,2010
CREDANT Technologies,Cisco,hardware,2007
NeoPath Networks,Cisco,hardware,2006
Ambow Education,Cisco,hardware,2006
Xobni,Cisco,hardware,2010
Guardium,Cisco,hardware,2006
BlackArrow,Cisco,hardware,2010
Reva Systems,Cisco,hardware,2006
Kalon Semiconductor,Cisco,hardware,2006
Terraplay Systems,Cisco,hardware,2006
Exent,Cisco,hardware,2006
Soonr,Cisco,hardware,2010
Mavenir Systems,Cisco,hardware,2010
Klocwork,Cisco,hardware,2005
ThingMagic,Cisco,hardware,2006
Crossbow Technologies,Cisco,hardware,2005
Atlantis Computing,Cisco,hardware,2010
Corvil,Cisco,hardware,2005
Traverse Networks,Cisco,hardware,2005
BNI Video,Cisco,hardware,2010
RingCentral,Cisco,hardware,2010
AeroScout,Cisco,hardware,2010
Apptio,Cisco,hardware,2010
Ambiq Micro,Cisco,hardware,2010
Tilera,Cisco,hardware,2011
Digitalsmiths,Cisco,hardware,2011
Mashery,Cisco,hardware,2011
iControl Networks,Cisco,hardware,2011
RingCentral,Cisco,hardware,2011
VideoIQ,Cisco,hardware,2011
Virident Systems,Cisco,hardware,2011
Puppet Labs,Cisco,hardware,2011
ip.access,Cisco,hardware,2011
Qyuki,Cisco,hardware,2012
CTERA Networks,Cisco,hardware,2012
Oversi,Cisco,hardware,2010
Mashery,Cisco,hardware,2012
Lamppost,Cisco,hardware,2012
Parallels,Cisco,hardware,2013
"Piston Cloud Computing, Inc.",Cisco,hardware,2013
WSO2,Cisco,hardware,2013
StartX,Cisco,hardware,2013
VCE,Cisco,hardware,2009
Atlantis Computing,Cisco,hardware,2013
HyTrust,Cisco,hardware,2013
Moxtra,Cisco,hardware,2013
Belly,Cisco,hardware,2013
Loggly,Cisco,hardware,2013
RiverMeadow Software,Cisco,hardware,2013
Cinarra Systems,Cisco,hardware,2013
Compass-EOS,Cisco,hardware,2013
MobStac,Cisco,hardware,2013
nCrypted Cloud,Cisco,hardware,2014
Mobly,Cisneros Group,games_video,2013
GreatPoint Energy,Citi Alternative Investments,,2007
VANCL,CITIC PE,,2011
Green A,CITIC PE,,2011
Virtual Computer,Citrix Online,web,2009
Open Kernel Labs,Citrix Systems,software,2009
Vyatta,Citrix Systems,software,2009
Desktone,Citrix Systems,software,2007
AdmitOne Security,Citrix Systems,software,2008
GlassHouse Technologies,Citrix Systems,software,2011
Cotendo,Citrix Systems,software,2011
Gizmox,Citrix Systems,software,2011
GlassHouse Technologies,Citrix Systems,software,2011
BlueStacks,Citrix Systems,software,2011
PHD Virtual Technologies,Citrix Systems,software,2011
Vyatta,Citrix Systems,software,2011
CumuLogic,Citrix Systems,software,2012
Armor5,Citrix Systems,software,2013
PHD Virtual Technologies,Citrix Systems,software,2013
Incoming Media,Citrix Systems,software,2013
Gizmox,Citrix Systems,software,2013
AppEnsure,Citrix Systems,software,2012
Xangati,Citrix Systems,software,2013
WhoKnows,Citrix Systems,software,2013
Marketecture,City Economic Development,,2011
Five9,City National Bank,,2013
Bizo,City National Bank,,2013
OrangeSoda,Citysearch,web,2010
Cieslok Media,Clairvest Group,finance,2013
Winters Bros. Waste Systems,Clairvest Group,finance,2013
Tigo Energy,Clal,,2009
Barak ITC,Clalcom,,2005
Mobile Event Guide,Clare Island Media GmbH,,2011
Spacebikini,"Clayrain Company, Inc.",,2011
The Virtual Pulp Company,Clearly AB,,2013
Castlight Health,Cleveland Clinic,,2010
SironRX Therapeutics,Cleveland Clinic,,2011
SironRX Therapeutics,Cleveland Clinic,,2011
Kudan,Clifton Cowley Ventures,,2011
Opta Sportsdata,Close Enterprise VCT,,2008
Shhmooze,Cloud Speed,,2012
Avila Therapeutics,Clovis Oncology,biotech,2012
GameSkinny,CLR Partners,,2006
GameSkinny,CLR Partners,,2013
Navidog,CMTECH,,2009
uromovie,cnc,,2010
Automattic,CNET Networks,web,2005
Pathfire,CNN.com,web,2007
Spotify,Coca-Cola Company,,2012
Red Condor,Codding Enterprises,,2006
Symptify,Code Particle,,2013
MobiCart,Codeworks DEV,,2011
PeepsOut Inc.,Coed Media Group,public_relations,2013
eegoes,Colliseum International,,2010
Stamped,Columbia Records,games_video,2012
Ingk Labs,Columbia University,education,2011
Preo,Columbia University,education,2013
ShowMe,Columbia Venture Competition,,2010
devsisters,Com2uS Corp.,games_video,2010
